# 1,000 known or interesting landmarks, from Wikidata (CC0) --
# UNESCO World Heritage Sites (wdt:P1435 wd:Q9259), named icons, and
# natural features. Selection and use: games/hue-and-cry/landmarks.py
# name	country	lat	lon	source	sitelinks
Gros Morne National Park	Canada	49.68944	-57.73806	unesco	46
Holašovice	Czech Republic	48.96667	14.26667	unesco	46
Joya de Cerén	El Salvador	13.82749	-89.35616	unesco	46
Megalithic Temples of Malta	Malta	36.04917	14.26944	unesco	46
Mount Sanqing	China	28.95194	118.05194	unesco	46
Novodevichy Convent	Russia	55.72597	37.55658	unesco	46
Qasr Amra	Jordan	31.80175	36.58731	unesco	46
Rwenzori Mountains National Park	Uganda	0.40000	29.95000	unesco	46
Río Plátano Biosphere Reserve	Honduras	15.60000	-84.80000	unesco	46
Sangay National Park	Ecuador	-1.83333	-78.33333	unesco	46
Serengeti	Tanzania	-2.33083	34.83333	iconic	46
Sidi Bou Said	Tunisia	36.86976	10.34101	unesco	46
Ambohimanga	Madagascar	-18.75917	47.56278	unesco	45
Augustusburg and Falkenlust Palaces	Germany	50.82750	6.90806	unesco	45
Burkhan Khaldun	Mongolia	48.78333	109.16667	unesco	45
Dazu Rock Carvings	China	29.71333	105.70694	unesco	45
Great Living Chola Temples	India	10.78306	79.13250	unesco	45
Hill Forts of Rajasthan	India	24.88331	74.64611	unesco	45
Islamic Cairo	Egypt	30.04600	31.26270	unesco	45
Manu National Park	Peru	-12.14000	-71.66000	unesco	45
Maulbronn Monastery	Germany	49.00110	8.81290	unesco	45
Muskau Park	Germany	51.54756	14.72323	unesco	45
Port Royal	Jamaica	17.93750	-76.84139	unesco	45
Santa Cruz de Mompós	Colombia	9.23944	-74.42500	unesco	45
Stoclet Palace	Belgium	50.83514	4.41625	unesco	45
Sulaiman-Too	Kyrgyzstan	40.52944	72.78333	unesco	45
Tabriz Bazaar	Iran	38.08077	46.29229	unesco	45
Tasmanian Wilderness	Australia	-42.59570	146.17290	unesco	45
Wieskirche	Germany	47.68060	10.90044	unesco	45
Zhoukoudian site	China	39.68896	115.92483	unesco	45
Abbey and Altenmünster of Lorsch	Germany	49.65389	8.56889	unesco	44
Abbey of Saint Gall	Switzerland	47.42306	9.37722	unesco	44
Blue Mosque of Mazar-i-Sharif	Afghanistan	36.70889	67.11083	iconic	44
Boyoma Falls	Democratic Republic of the Congo	0.49111	25.20639	feature	44
Brú na Bóinne	Ireland	53.69284	-6.44932	unesco	44
Casbah of Algiers	Algeria	36.78333	3.06028	unesco	44
Coiba	Panama	7.48000	-81.79000	unesco	44
Crespi d'Adda	Italy	45.59667	9.53611	unesco	44
Dinosaur Provincial Park	Canada	50.76170	-111.48500	unesco	44
Guantanamo Bay Naval Base	Cuba	19.91750	-75.16000	iconic	44
Jurassic Coast	United Kingdom	50.70556	-2.98989	unesco	44
Lena Pillars	Russia	61.10694	127.36167	unesco	44
Noel Kempff Mercado National Park	Bolivia	-14.23028	-60.84667	unesco	44
Richtersveld	South Africa	-28.60000	17.20389	unesco	44
Rock-hewn Churches of Ivanovo	Bulgaria	43.69556	25.98806	unesco	44
Skogskyrkogården	Sweden	59.27556	18.09944	unesco	44
Studenica monastery	Serbia	43.48672	20.53164	unesco	44
Wooden tserkvas of Carpathian region in Poland and Ukraine	Poland	49.53390	21.03220	unesco	44
Alexander von Humboldt National Park	Cuba	20.49675	-74.85790	unesco	43
Ayutthaya Historical Park	Thailand	14.35163	100.55751	unesco	43
Bahla Fort	Oman	22.96440	57.30070	unesco	43
Batalha Monastery	Portugal	39.65917	-8.82611	unesco	43
Belfries of Belgium and France	Belgium	50.63527	3.51484	unesco	43
Cape Floristic Kingdom	South Africa	-34.16667	18.37500	unesco	43
Cerrado	Brazil	-14.00569	-47.68461	unesco	43
Chavin de Huantar	Peru	-9.59277	-77.17845	unesco	43
Engelsberg Ironworks	Sweden	59.96917	16.01028	unesco	43
Gondwana Rainforests of Australia	Australia	-29.60000	149.60000	unesco	43
Hollywood Sign	United States	34.13410	-118.32169	iconic	43
Lavaux	Switzerland	46.49194	6.74611	unesco	43
Rainforests of the Atsinanana	Madagascar	-14.45972	49.70250	unesco	43
Sinharaja Forest Reserve	Sri Lanka	6.24000	80.28000	unesco	43
Tamgaly	Kazakhstan	43.80333	75.53500	unesco	43
Thracian Tomb of Kazanlak	Bulgaria	42.62556	25.39917	unesco	43
Thracian Tomb of Sveshtari	Bulgaria	43.74496	26.76630	unesco	43
Three Parallel Rivers National Park	China	27.89500	98.40639	unesco	43
Tubbataha Reef	Philippines	8.95333	119.86750	unesco	43
rock drawings in Valcamonica	Italy	46.02389	10.35000	unesco	43
Al-Ahsa Oasis	Saudi Arabia	25.42944	49.62194	unesco	42
Ban Chiang	Thailand	17.54861	103.35833	unesco	42
Horezu monastery	Romania	45.16860	24.00690	unesco	42
Huanglong	China	32.74076	103.83108	unesco	42
Iguaçu National Park	Brazil	-25.50000	-53.80000	unesco	42
Lonja de la Seda	Spain	39.47444	-0.37833	unesco	42
Los Katíos National Park	Colombia	7.80000	-77.15000	unesco	42
Madriu-Perafita-Claror Valley	Andorra	42.49215	1.59443	unesco	42
Maison Carrée	France	43.83819	4.35611	unesco	42
Mount Kenya National Park	Kenya	-0.12389	37.33667	unesco	42
New Lanark	United Kingdom	55.66361	-3.78139	unesco	42
Old Town of Lviv	Ukraine	49.84167	24.03194	unesco	42
Paraty	Brazil	-23.21944	-44.71472	unesco	42
Petäjävesi Old Church	Finland	62.25014	25.18394	unesco	42
Pontcysyllte Aqueduct	United Kingdom	52.97020	-3.08782	unesco	42
Santiniketan	India	23.67760	87.68520	unesco	42
Schwerin Castle	Germany	53.62417	11.41889	unesco	42
Taos Pueblo	United States	36.43889	-105.54167	unesco	42
The Architectural Work of Le Corbusier	Argentina	46.46841	6.82934	unesco	42
The Great Spa Towns of Europe	Austria	50.49222	5.86694	unesco	42
Tugela Falls	South Africa	-28.75220	28.89410	feature	42
Willandra Lakes Region	Australia	-33.61814	143.10141	unesco	42
Zubarah	Qatar	25.98339	51.02722	unesco	42
Al Maghtas	Jordan	31.83722	35.55028	unesco	41
Alcobaça Monastery	Portugal	39.54859	-8.97863	unesco	41
Castles and Town Walls of King Edward in Gwynedd	United Kingdom	53.13972	-4.27694	unesco	41
Champaner-Pavagadh Archaeological Park	India	22.48333	73.53333	unesco	41
Golden Mountains of Altai	Russia	50.46667	86.00000	unesco	41
Huascarán National Park	Peru	-9.40000	-77.40000	unesco	41
Imperial Citadel of Thang Long	Vietnam	21.03250	105.83972	unesco	41
Jog Falls	India	14.23000	74.81278	feature	41
Khangchendzonga National Park	India	27.65630	88.31230	unesco	41
Lake Malawi National Park	Malawi	-14.03333	34.88333	unesco	41
Las Médulas	Spain	42.45870	-6.75900	unesco	41
Linderhof Palace	Germany	47.57162	10.96075	unesco	41
Mount Kumgang	North Korea	38.65676	128.10490	unesco	41
New Zealand Subantarctic Islands	New Zealand	-50.75000	166.10400	unesco	41
Papahānaumokuākea Marine National Monument	United States	25.50000	-170.50000	unesco	41
Rani ki vav	India	23.85892	72.10162	unesco	41
Revillagigedo Islands	Mexico	18.82139	-112.76389	unesco	41
Roman amphitheatre of El Jem	Tunisia	35.29639	10.70694	unesco	41
Sangiran	Indonesia	-7.45000	110.85000	unesco	41
Sheikh Safi al-Din Khānegāh and Shrine Ensemble	Iran	38.24861	48.29139	unesco	41
Stone spheres of Costa Rica	Costa Rica	8.91139	-83.47750	unesco	41
Tajín Veracruz	Mexico	20.44806	-97.37824	unesco	41
Te Wahipounamu	New Zealand	-45.03600	167.32000	unesco	41
Viñales Valley	Cuba	22.61667	-83.71667	unesco	41
Warsaw Old Town	Poland	52.24972	21.01222	unesco	41
Xochicalco	Mexico	18.80431	-99.29664	unesco	41
wooden churches of Maramureș	Romania	47.81940	24.05580	unesco	41
wooden churches of the Slovak Carpathians	Slovakia	49.33611	19.55833	unesco	41
Aflaj Irrigation System of Oman	Oman	22.99889	57.53606	unesco	40
Chengde Mountain Resort and its outlying temples	China	40.98750	117.93750	unesco	40
Churches of Peace	Poland	51.05391	16.18904	unesco	40
Darién National Park	Panama	7.73611	-77.54722	unesco	40
Divriği Great Mosque and Hospital	Turkey	39.37122	38.12158	unesco	40
Dja Faunal Reserve	Cameroon	3.01670	12.98330	unesco	40
Gamzigrad	Serbia	43.89931	22.18617	unesco	40
Gonbad-e Qabus	Iran	37.25812	55.16899	unesco	40
Gordion	Turkey	39.65048	31.97848	unesco	40
Gulangyu	China	24.44750	118.06194	unesco	40
Historic Monuments of Ancient Kyoto	Japan	35.06028	135.75278	unesco	40
Historic Villages of Shirakawa-gō and Gokayama	Japan	36.25694	136.90639	unesco	40
Holy Trinity Column in Olomouc	Czech Republic	49.59402	17.25049	unesco	40
Hwaseong Fortress	South Korea	37.28073	127.01020	unesco	40
Ichkeul National Park	Tunisia	37.12344	9.65544	unesco	40
Lake Turkana National Parks	Kenya	3.05131	36.50367	unesco	40
Mulanje Massif	Malawi	-15.90000	35.65000	unesco	40
Padova botanical garden	Italy	45.39953	11.88068	unesco	40
Royal Tombs of the Joseon Dynasty	South Korea	37.19722	128.45278	unesco	40
Sammallahdenmäki	Finland	61.11767	21.77517	unesco	40
Seljalandsfoss	Iceland	63.61545	-19.98828	feature	40
Umm ar-Rasas	Jordan	31.49972	35.91972	unesco	40
Vallée de Mai	Seychelles	-4.32917	55.73750	unesco	40
Vega Archipelago	Norway	65.63333	11.90000	unesco	40
Yosemite Falls	United States	37.75502	-119.59730	feature	40
iSimangaliso Wetland Park	South Africa	-27.83890	32.55000	unesco	40
Abbey of Fontenay	France	47.63966	4.38933	unesco	39
Australian Convict Sites	Australia	-33.37833	150.99444	unesco	39
Convent of Christ	Portugal	39.60364	-8.41926	unesco	39
Euphrasian Basilica	Croatia	45.22861	13.59361	unesco	39
Honghe Hani Rice Terraces	China	23.11719	102.73770	unesco	39
Khami	Zimbabwe	-20.14329	28.42344	unesco	39
Koutammakou	Benin	10.06744	1.13453	unesco	39
Madinat Al-Zahra	Spain	37.88608	-4.86779	unesco	39
Medici Villas and Gardens in Tuscany	Italy	43.85778	11.30417	unesco	39
Museum Plantin-Moretus	Belgium	51.21829	4.39816	unesco	39
Pamir National Park	Tajikistan	38.74123	72.11975	unesco	39
Pannonhalma Archabbey	Hungary	47.55278	17.76111	unesco	39
Princely Abbey of Corvey	Germany	51.77778	9.41000	unesco	39
Rapa Nui National Park	Chile	-27.07288	-109.34858	unesco	39
Royal Palaces of Abomey	Benin	7.18645	1.99400	unesco	39
Saint-Savin	France	46.56611	0.86361	unesco	39
Sian Ka'an	Mexico	19.38333	-87.79167	unesco	39
Visoki Dečani	Serbia	42.54694	20.26639	unesco	39
Waterton-Glacier International Peace Park	Canada	48.99606	-113.90417	unesco	39
churches of Moldavia	Romania	47.73300	25.93300	unesco	39
Šibenik Cathedral	Croatia	43.73556	15.88917	unesco	39
Berlin Modernism Housing Estates	Germany	52.44833	13.45000	unesco	38
Burana Tower	Karakhanid Khanate	42.74648	75.25038	unesco	38
Cité de Carcassonne	France	43.20644	2.36379	unesco	38
Classical Gardens of Suzhou	China	31.32667	120.62556	unesco	38
Dambulla cave temple	Sri Lanka	7.85667	80.64917	unesco	38
Desembarco del Granma National Park	Cuba	19.88333	-77.63333	unesco	38
El Fuerte de Samaipata	Bolivia	-18.17836	-63.81899	unesco	38
Ferapontov Monastery	Russia	59.95639	38.56750	unesco	38
Goguryeo tombs	North Korea	38.86306	125.41500	unesco	38
Great Himalayan National Park	India	31.80429	77.95102	unesco	38
Imperial Tombs of the Ming and Qing Dynasties	China	31.01667	112.65000	unesco	38
Jodrell Bank Observatory	United Kingdom	53.23625	-2.30714	unesco	38
Kapova Cave	Russia	53.04444	57.06389	unesco	38
Modena Cathedral	Italy	44.64644	10.92525	unesco	38
Pilgrimage Church of Saint John of Nepomuk	Czech Republic	49.58000	15.94194	unesco	38
Royal Monastery of Saint Mary of Guadalupe	Spain	39.45278	-5.32750	unesco	38
Sarazm	Tajikistan	39.51667	67.56667	unesco	38
Su Nuraxi di Barumini	Italy	39.70286	8.99988	unesco	38
Tlacotalpan	Mexico	18.61303	-95.65627	unesco	38
Twyfelfontein	Namibia	-20.59558	14.37258	unesco	38
Valle dei Templi	Italy	37.28972	13.59000	unesco	38
Vecrīga	Latvia	56.94850	24.10820	unesco	38
Verla	Finland	61.06199	26.64002	unesco	38
Wooden churches of Southern Lesser Poland	Poland	49.63059	21.18605	unesco	38
pont Saint-Bénézet	France	43.95389	4.80500	unesco	38
Bale Mountains National Park	Ethiopia	6.75000	39.75000	unesco	37
Carnac stones	France	47.59333	-3.07972	iconic	37
Danevirke	Germany	54.47750	9.48667	unesco	37
East Rennell	Solomon Islands	-11.68333	160.33333	unesco	37
Fujian Tulou sites	China	24.65870	116.97500	unesco	37
Ilulissat Icefjord	Greenland	69.15000	-49.55000	unesco	37
Kluane / Wrangell – St. Elias / Glacier Bay / Tatshenshini-Alsek	Canada	61.19750	-140.99200	unesco	37
Mausoleum of the First Qin Emperor	China	34.38167	109.25389	unesco	37
Messel pit	Germany	49.91750	8.75667	unesco	37
Ningaloo Reef	Australia	-22.73900	113.62800	unesco	37
Old Rauma	Finland	61.12827	21.51321	unesco	37
Residence of Bukovinian and Dalmatian Metropolitans	Ukraine	48.29664	25.92491	unesco	37
Residences of the Royal House of Savoy	Italy	45.07250	7.68583	unesco	37
Rock carvings at Alta	Norway	69.94694	23.18778	unesco	37
Royal Alcázar of Segovia	Spain	40.95250	-4.13250	unesco	37
Río Abiseo National Park	Peru	-7.75000	-77.25000	unesco	37
Sacri Monti of Piedmont and Lombardy	Italy	45.97456	9.16956	unesco	37
Saltaire	United Kingdom	53.83717	-1.79026	unesco	37
Town Hall of Bremen	Germany	53.07590	8.80760	unesco	37
Aapravasi Ghat	Mauritius	-20.15861	57.50306	unesco	36
Aïr and Ténéré National Nature Reserve	Niger	18.00000	9.00000	unesco	36
Badain Jaran Desert	China	40.07250	102.21000	unesco	36
Brimstone Hill Fortress National Park	Saint Kitts and Nevis	17.34744	-62.83575	unesco	36
Canadian Rocky Mountain Parks World Heritage Site	Canada	51.42472	-116.47972	unesco	36
Castillo de San Pedro de la Roca	Cuba	19.96871	-75.87030	unesco	36
Chongoni Rock Art Area	Malawi	-14.29333	34.27917	unesco	36
Darial Gorge	Russia	42.74472	44.62250	feature	36
Dessau-Wörlitz Garden Realm	Germany	51.86360	12.28140	unesco	36
General Archive of the Indies	Spain	37.38478	-5.99308	unesco	36
Grimeton VLF transmitter	Sweden	57.11398	12.40442	unesco	36
Head-Smashed-In Buffalo Jump	Canada	49.74940	-113.62500	unesco	36
Historic Monuments of Ancient Nara	Japan	34.67556	135.83944	unesco	36
Iwami Ginzan Silver Mine	Japan	35.10722	132.43750	unesco	36
Laponian National Park	Sweden	67.33333	17.58333	unesco	36
Le Morne Brabant	Mauritius	-20.46056	57.31361	unesco	36
Maymand	Iran	30.16806	55.37556	unesco	36
Morne Trois Pitons National Park	Dominica	15.26667	-61.28333	unesco	36
Namhansanseong	South Korea	37.47803	127.18419	unesco	36
Nanda Devi National Park	India	30.41861	79.84972	unesco	36
Naumburg Cathedral	Germany	51.15472	11.80389	unesco	36
Orkhon Valley	Mongolia	47.55667	102.83139	unesco	36
Rietveld Schröder House	Netherlands	52.08533	5.14760	unesco	36
Saint John Abbey	Switzerland	46.62917	10.44778	unesco	36
Sangha Trinational	Cameroon	2.66667	16.33333	unesco	36
Vilnius Old Town	Lithuania	54.68333	25.28333	unesco	36
Wet Tropics of Queensland	Australia	-17.20000	145.80000	unesco	36
White City	Israel	32.07778	34.77389	unesco	36
Baroque Churches of the Philippines	Philippines	18.06148	120.52159	unesco	35
Bergpark Wilhelmshöhe	Germany	51.31670	9.40000	unesco	35
Caves of Aggtelek Karst and Slovak Karst	Hungary	48.47178	20.49532	unesco	35
Central Suriname Nature Reserve	Suriname	4.00000	-56.50000	unesco	35
Chiribiquete National Park	Colombia	0.70061	-72.80540	unesco	35
Ennedi Plateau	Chad	17.25000	22.00000	unesco	35
Fortifications of Vauban	France	50.28250	2.75889	unesco	35
Herrenchiemsee	Germany	47.86043	12.40220	unesco	35
Longobards in Italy, Places of Power	Italy	46.09417	13.43306	unesco	35
Medieval Monuments in Kosovo	Serbia	42.66111	20.26556	unesco	35
Miguasha National Park	Canada	48.11056	-66.36944	unesco	35
Monolithic churches in Lalibela	Ethiopia	12.02935	39.04042	unesco	35
Painted Churches in the Troödos Region	Cyprus	34.92028	33.09583	unesco	35
Palmeral of Elche	Spain	38.26944	-0.69833	unesco	35
Rock Art of the Mediterranean Basin on the Iberian Peninsula	Spain	39.79000	-1.03333	unesco	35
Samariá Gorge National Park	Greece	35.27111	23.96139	feature	35
Sukur	Nigeria	10.74056	13.57167	unesco	35
The Venetian Works of defence between 15th and 17th centuries	Croatia	45.70333	9.66361	unesco	35
White Monuments of Vladimir and Suzdal	Russia	56.15000	40.41670	unesco	35
Ancient City of Aleppo	Syria	36.18333	37.15000	unesco	34
Asante Traditional Buildings	Ghana	6.40111	-1.62583	unesco	34
Citadel of Erbil	Iraq	36.19100	44.00900	unesco	34
Fagus Factory	Germany	51.98370	9.81256	unesco	34
Kizhi Pogost	Russia	62.06767	35.22345	unesco	34
Kondoa Rock Art Sites	Tanzania	-4.72444	35.83389	unesco	34
Lakes of Ounianga	Chad	18.98333	20.66667	unesco	34
Land of Frankincense	Oman	18.25333	53.64759	unesco	34
León Cathedral	Nicaragua	12.43500	-86.87810	unesco	34
Los Alerces National Park	Argentina	-42.80750	-71.89889	unesco	34
Margravial Opera House	Germany	49.94434	11.57866	unesco	34
Nyungwe Forest	Rwanda	-2.52822	29.27585	unesco	34
Old Faithful	United States	44.46047	-110.82814	iconic	34
Osun-Osogbo Grove	Nigeria	7.75556	4.55222	unesco	34
Palaces and Parks of Potsdam and Berlin	Germany	52.40000	13.03333	unesco	34
Sewell	Chile	-34.08500	-70.38250	unesco	34
Sichuan Giant Panda Sanctuaries	China	30.83333	103.00000	unesco	34
Tallinn Old Town	Estonia	59.43722	24.74528	unesco	34
Zollverein Coal Mine Industrial Complex	Germany	51.48650	7.04408	unesco	34
Aljafería	Spain	41.65649	-0.89708	unesco	33
Archaeological Landscape of the First Coffee Plantations in the South-East of Cuba	Cuba	20.03000	-75.39140	unesco	33
Christiansfeld	Denmark	55.35667	9.48306	unesco	33
Churches of Chiloé	Chile	-42.50000	-73.76667	unesco	33
Decorated Farmhouses of Hälsingland	Sweden	61.70722	16.19583	unesco	33
Derwent Valley Mills	United Kingdom	53.10800	-1.55600	unesco	33
Fountains Abbey	United Kingdom	54.10970	-1.58139	unesco	33
Heart of Neolithic Orkney	United Kingdom	58.99750	-3.21500	unesco	33
Humberstone and Santa Laura Saltpeter Works	Chile	-20.20833	-69.79444	unesco	33
Kuk Swamp	Papua New Guinea	-5.78250	144.33000	unesco	33
Monarch Butterfly Biosphere Reserve	Mexico	19.60639	-100.24167	unesco	33
New Caledonia Barrier Reef	France	-20.41194	164.56639	unesco	33
Prehistoric Rock Art Sites in the Côa Valley	Portugal	41.03333	-7.11667	unesco	33
Ramappa Temple	India	18.25944	79.94250	unesco	33
Sacred Mijikenda Kaya Forests	Kenya	-3.93194	39.59611	unesco	33
Sawahlunto	Indonesia	-0.68278	100.77833	unesco	33
South China Karst	China	24.92330	110.35440	unesco	33
Takalik Abaj	Guatemala	14.64583	-91.73611	unesco	33
Tràng An	Vietnam	20.25570	105.91560	unesco	33
Citadelle Laferrière	Haiti	19.57361	-72.24389	unesco	32
Colonia Iulia Urbs Triumphalis Tarraco	Spain	41.11648	1.25523	unesco	32
Cordouan Lighthouse	France	45.58632	-1.17333	unesco	32
Cornwall and West Devon Mining Landscape	United Kingdom	50.13611	-5.38361	unesco	32
El Camino Real de Tierra Adentro	Mexico	22.60806	-102.37917	unesco	32
Falun Mine	Sweden	60.60472	15.63083	unesco	32
Ironbridge Gorge	United Kingdom	52.62639	-2.47278	feature	32
Ivindo National Park	Gabon	0.08800	12.63000	unesco	32
Jesuit Missions of Chiquitos	Bolivia	-16.27480	-62.50720	unesco	32
Lednice-Valtice Cultural Landscape	Czech Republic	48.77580	16.77500	unesco	32
Qalhat	Oman	22.70000	59.36990	unesco	32
Rhine Gorge	Germany	50.17360	7.69417	unesco	32
Rock Carvings in Tanum	Sweden	58.69995	11.33641	unesco	32
Sacred Sites and Pilgrimage Routes in the Kii Mountain Range	Japan	33.83694	135.77639	unesco	32
Stevns Klint	Denmark	55.28220	12.45000	unesco	32
Valley of Geysers	Russia	54.43056	160.13944	feature	32
Alto Douro Wine Region	Portugal	41.16575	-7.51774	unesco	31
Arslantepe	Turkey	38.38194	38.36111	unesco	31
Bat, Al-Khutm and Al-Ayn archaeological sites	Oman	23.27000	56.74500	unesco	31
Dacian Fortresses of the Orăștie Mountains	Romania	45.62310	23.31190	unesco	31
Gammelstad Church Town	Sweden	65.64611	22.02861	unesco	31
Hoh Xil	China	35.15000	91.00000	unesco	31
Hospicio Cabañas	Mexico	20.67690	-103.33733	unesco	31
Koh Ker	Cambodia	13.78333	104.53333	unesco	31
Kraków Old Town	Poland	50.06209	19.93688	unesco	31
Palace of Mafra	Portugal	38.93692	-9.32639	unesco	31
Pitons	Saint Lucia	13.80708	-61.07036	unesco	31
Ruins of St. Paul's	China	22.19747	113.54086	unesco	31
Sambor Prei Kuk	Cambodia	12.86728	105.04002	unesco	31
Saryarka – Steppe and Lakes of Northern Kazakhstan	Kazakhstan	50.43333	69.18889	unesco	31
Tierradentro	Colombia	2.58300	-76.03300	unesco	31
Trans-Iranian railway	Iran	35.65831	51.39833	unesco	31
University City of Caracas	Venezuela	10.49083	-66.89056	unesco	31
Völklingen Ironworks	Germany	49.25056	6.84528	unesco	31
historical city centre of Odesa	Ukraine	46.48500	30.74100	unesco	31
Burgess Shale	Canada	51.43330	-116.46700	unesco	30
Capital Cities and Tombs of the Ancient Koguryo Kingdom	China	41.15694	126.18722	unesco	30
Casas Grandes	Mexico	30.37583	-107.95556	unesco	30
Gochang, Hwasun and Ganghwa Dolmen Sites	South Korea	34.96667	126.92917	unesco	30
Historic Centre of Saint Petersburg and Related Groups of Monuments	Russia	59.93889	30.31556	unesco	30
Khajuraho Group of Monuments	India	24.85000	79.93333	unesco	30
Niah National Park	Malaysia	3.81389	113.78139	unesco	30
Old Quebec	Canada	46.80944	-71.21056	unesco	30
Paleochristian and Byzantine monuments of Thessaloniki	Greece	40.63860	22.94780	unesco	30
Rock Paintings of Hua Mountain	China	22.24833	107.04228	unesco	30
Shrines and Temples of Nikkō	Japan	36.74750	139.61056	unesco	30
Shushtar Historical Hydraulic System	Iran	32.05372	48.84869	unesco	30
Sites of Japan’s Meiji Industrial Revolution: Iron and Steel, Shipbuilding and Coal Mining	Japan	34.43056	131.41222	unesco	30
Stari Grad Plain	Croatia	43.18167	16.63861	unesco	30
lifts on the old Canal du Centre	Belgium	50.47140	4.09450	unesco	30
Atapuerca	Spain	42.35009	-3.51947	unesco	29
Bassari Country	Senegal	12.59333	-12.84583	unesco	29
Beit She'arim National Park	Israel	32.70417	35.12806	unesco	29
Central Highlands of Sri Lanka	Sri Lanka	7.45245	80.80210	unesco	29
Cát Bà Island	Vietnam	20.80000	106.99972	unesco	29
Dilmun Burial Mounds	Bahrain	26.14972	50.51278	unesco	29
Eldgjá	Iceland	63.96662	-18.60913	feature	29
Glarus thrust	Switzerland	46.91667	9.25000	unesco	29
Incense Route – Desert Cities in the Negev	Israel	31.09750	34.65778	unesco	29
Jesuit Block and Estancias of Córdoba	Argentina	-31.65611	-64.43528	unesco	29
Kujataa	Greenland	61.16444	-45.59806	unesco	29
Odzala National Park	Republic of the Congo	0.80000	14.90000	unesco	29
Our Lady of Promise	Serbia	42.21139	20.73583	unesco	29
Redwood National and State Parks	United States	41.37389	-123.99806	unesco	29
Roman Walls of Lugo	Spain	43.01419	-7.55989	unesco	29
Ruínas de León Viejo	Nicaragua	12.40055	-86.61780	unesco	29
San Agustin archeological park	Colombia	1.88444	-76.29611	unesco	29
Vjetrenica	Bosnia and Herzegovina	42.84583	17.98389	unesco	29
Aqueduct of Padre Tembleque	Mexico	19.83639	-98.66222	unesco	28
Armenian Monastic Ensembles of Iran	Iran	38.97889	45.47333	unesco	28
Bahrain Pearling Trail	Bahrain	26.25000	50.61000	unesco	28
Banaue Rice Terraces	Philippines	16.93472	121.13472	iconic	28
Bom Jesus do Monte	Portugal	41.55460	-8.37750	unesco	28
Eise Eisinga Planetarium	Netherlands	53.18738	5.54375	unesco	28
Greater Blue Mountains Area	Australia	-33.70000	150.00000	unesco	28
Gusuku Sites and Related Properties of the Kingdom of Ryukyu	Japan	26.20860	127.68300	unesco	28
Ir.D.F. Woudagemaal	Netherlands	52.84583	5.67889	unesco	28
Jeju Volcanic Island and Lava Tubes	South Korea	33.36139	126.53250	unesco	28
Litomyšl Chateau	Czech Republic	49.87344	16.31265	unesco	28
Matka Canyon	North Macedonia	41.94000	21.30000	feature	28
Monasteries on the slopes of Popocatépetl	Mexico	18.93472	-98.89778	unesco	28
Natural and Culturo-Historical Region of Kotor	Montenegro	42.43000	18.77000	unesco	28
Shiretoko Peninsula	Japan	44.05000	145.10000	unesco	28
Thimlich Ohinga	Kenya	-0.89134	34.32611	unesco	28
domus de janas	Italy	40.08500	8.95100	unesco	28
northern French coal mining region	France	50.46250	3.54611	unesco	28
Ancient City of Damascus	Syria	33.51111	36.30639	unesco	27
Area de Conservación Guanacaste World Heritage Site	Costa Rica	10.85000	-85.61667	unesco	27
Beaufort Castle	Lebanon	33.32471	35.53215	unesco	27
Charyn Canyon	Kazakhstan	43.36194	79.09056	feature	27
China Danxia	China	28.42190	106.04300	unesco	27
Ciudad Universitaria	Mexico	19.33222	-99.18806	unesco	27
Franciscan Missions in the Sierra Gorda	Mexico	21.20389	-99.46389	unesco	27
Group of monuments at Mahabalipuram	India	12.61667	80.19167	unesco	27
Gyeongju Historic Areas	South Korea	35.78889	129.22667	unesco	27
Hiraizumi – Temples, Gardens and Archaeological Sites Representing the Buddhist Pure Land	Japan	38.98861	141.11028	unesco	27
Jesuit missions among the Guaraní	Argentina	-27.25528	-55.53167	unesco	27
Jungfrau-Aletsch protected area	Switzerland	46.50000	8.03333	unesco	27
Kenya Lake System in the Great Rift Valley	Kenya	0.44250	36.24000	unesco	27
Pachacámac	Peru	-12.25806	-76.90000	unesco	27
Pankisi Gorge	Georgia	42.11667	45.26667	feature	27
Par force hunting landscape in North Zealand	Denmark	55.91360	12.35780	unesco	27
Rock Paintings of Sierra de San Francisco	Mexico	27.65556	-112.91611	unesco	27
Silk Roads: the Routes Network of Chang'an-Tianshan Corridor	Kazakhstan	34.30440	108.85720	unesco	27
Stora Sjöfallet National Park	Sweden	67.56690	17.99365	unesco	27
Temple of Apollo Epicurius in Bassae	Greece	37.42965	21.90039	unesco	27
Tusi Sites	China	28.99861	109.96694	unesco	27
Valongo Wharf	Brazil	-22.89711	-43.18739	unesco	27
Van Nelle Factory	Netherlands	51.92278	4.43361	unesco	27
Victorian Gothic and Art Deco Ensembles of Mumbai	India	18.92981	72.83008	unesco	27
Cathedral of the Savior in his Epiphany of Zaragoza	Spain	41.65456	-0.87585	unesco	26
Luis Barragán House and Studio	Mexico	19.41111	-99.19250	unesco	26
Matobo Hills	Zimbabwe	-20.50000	28.50000	unesco	26
Nahal Me'arot Nature Reserve	Israel	32.67083	34.96611	unesco	26
Navy Petty-Officers School of Mechanics	Argentina	-34.53842	-58.46361	unesco	26
Ninstints	Canada	52.09889	-131.21750	unesco	26
Old City of Bern	Switzerland	46.94806	7.45028	unesco	26
Poverty Point	United States	32.64250	-91.40833	unesco	26
